X,,gbifID,occurrenceID,species,decimallongitude,decimallatitude,homepolygon,homepolygon.1
2956,28376,2305353812,KU159915,Pagamea guianensis,-64.76,-0.48,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2963,28383,2305132995,EU872686,Pagamea guianensis,-67.4,0.56,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2970,28393,2304816574,KU160109,Pagamea guianensis,-63.47,-0.48,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2975,28399,2304697476,KU159825,Pagamea guianensis,-60.73,-2.62,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
3012,28448,2309161968,EU872540,Pagamea hirsuta,-67.4,0.56,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
3014,28450,2308046926,EU872539,Pagamea hirsuta,-67.4,0.56,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
3018,28454,2304824098,EU872978,Pagamea hirsuta,-67.4,0.56,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
3019,28455,2304629417,EU872698,Pagamea hirsuta,-67.4,0.56,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
3053,28498,2305863140,EU872683,Pagamea plicata,-67.41,0.56,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
3068,28518,2311117822,EU872622,Pagamea plicatiformis,-61.76,-1.81,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
3070,28520,2311093009,EU872796,Pagamea plicatiformis,-61.76,-1.81,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
3074,28524,2310108510,EU872624,Pagamea plicatiformis,-61.76,-1.81,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
3076,28526,2310003836,KU159944,Pagamea plicatiformis,-64.93,-0.59,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
3078,28528,2309577576,EU872623,Pagamea plicatiformis,-61.76,-1.81,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
3079,28529,2309498409,EU872621,Pagamea plicatiformis,-61.76,-1.81,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
3080,28530,2309412440,EU872625,Pagamea plicatiformis,-61.76,-1.81,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
3089,28540,2308620613,EU872823,Pagamea plicatiformis,-61.76,-1.81,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
3108,28561,2305796331,EU872939,Pagamea plicatiformis,-61.76,-1.81,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
3114,28570,2304507198,EU872937,Pagamea plicatiformis,-61.76,-1.81,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
3139,28597,2308661278,EU872827,Pagamea puberula,-60.02,-3.12,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
3178,28636,2304155296,EU872893,Pagamea puberula,-60.02,-3.12,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
3275,28822,2305735335,KR082838,Philodendron colombianum,-70239,676,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
3276,28823,2309480854,KR270499,Philonotion spruceanum,-70024,818,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
3277,28824,2305810643,KR082848,Philonotion spruceanum,-70024,818,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
3419,29078,2305214380,KT345899,Pteridium arachnoideum,-60.0136,-3.0647,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
3512,29302,2307548646,KY450680,Rudgea stipulacea,-70.1,1.07,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
3700,29711,2310573916,KR270498,Spathiphyllum cannifolium,-70024,818,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
4310,30991,2308488447,KR270495,Stenospermation ammiticum,-70006,763,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
4312,30995,2309666149,KC503484,Strophocactus wittii,-60.7,-2.68,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
4730,31552,2304162056,KR082849,Tillandsia paraensis,-70064,829,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
4796,31724,2308143633,KR082834,Vriesea socialis,-69749,621,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2151,6861,2309014296,JN661799,Jacaranda copaia,-55.58,-3.07,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2153,6863,2308299652,JN661797,Jacaranda copaia,-55.58,-3.07,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2160,6870,2306185934,JN661782,Jacaranda copaia,-55.58,-3.07,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2169,6879,2304512859,JN661784,Jacaranda copaia,-55.58,-3.07,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2183,6912,2308326147,KT833563,Kirchneriella obesa,-63.62,-8.59,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2407,26391,2311019969,KT355751,Monoraphidium pseudobraunii,-63.62,-8.59,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2650,28024,2311080032,EU872532,Pagamea aracaensis,-59.56,-4.59,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2651,28025,2310799221,EU872541,Pagamea aracaensis,-59.58,-4.41,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2653,28027,2308601709,EU872542,Pagamea aracaensis,-59.58,-4.41,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2654,28028,2307970567,EU872533,Pagamea aracaensis,-59.56,-4.59,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2658,28032,2307430845,EU872895,Pagamea aracaensis,-59.58,-4.41,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2660,28034,2306704663,EU872840,Pagamea aracaensis,-59.58,-4.41,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2663,28037,2305717431,EU872981,Pagamea aracaensis,-59.56,-4.59,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2669,28043,2304818649,EU872696,Pagamea aracaensis,-59.56,-4.59,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2679,28053,2306090822,EU872714,Pagamea capitata,-57.61,-3.81,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2684,28059,2304619336,EU872975,Pagamea capitata,-57.61,-3.81,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2695,28071,2309184018,EU872913,Pagamea coriacea,-59.56,-4.59,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2696,28072,2308975949,EU872670,Pagamea coriacea,-59.56,-4.59,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2732,28108,2305372969,EU872772,Pagamea coriacea,-59.56,-4.59,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2772,28149,2311170819,EU872585,Pagamea guianensis,-65,-9.59,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2773,28150,2311165144,EU872703,Pagamea guianensis,-64.95,-9.61,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2779,28161,2310867653,KU159786,Pagamea guianensis,-59.96,-6.84,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2784,28168,2310631313,EU872755,Pagamea guianensis,-60.62,-12.39,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2801,28188,2310062313,KU159782,Pagamea guianensis,-59.96,-6.84,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2802,28191,2310026816,KU159783,Pagamea guianensis,-59.96,-6.84,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2821,28215,2309557192,EU872879,Pagamea guianensis,-60.62,-12.39,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2832,28229,2309299539,KU159781,Pagamea guianensis,-59.96,-6.84,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2844,28246,2308684792,EU872784,Pagamea guianensis,-65,-9.59,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2845,28247,2308673747,KU159780,Pagamea guianensis,-59.96,-6.84,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2853,28256,2308395484,KU159784,Pagamea guianensis,-59.96,-6.84,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2856,28259,2308335299,KU160105,Pagamea guianensis,-60.62,-12.39,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2891,28300,2307301833,KU159966,Pagamea guianensis,-62.15,-7.91,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2899,28309,2307151546,EU872878,Pagamea guianensis,-65,-9.59,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2903,28313,2307029180,KU159971,Pagamea guianensis,-62.28,-7.84,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2905,28316,2307024268,KU159970,Pagamea guianensis,-62.28,-7.85,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2943,28362,2305669164,KU159965,Pagamea guianensis,-62.15,-7.91,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2954,28373,2305416693,KU159969,Pagamea guianensis,-62.28,-7.85,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2966,28387,2305000538,EU872988,Pagamea guianensis,-64.95,-9.61,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2982,28409,2304553954,KU159972,Pagamea guianensis,-62.28,-7.85,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2989,28417,2304326143,KU159967,Pagamea guianensis,-62.15,-7.91,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2990,28418,2304275358,KU159968,Pagamea guianensis,-62.15,-7.91,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
3036,28477,2309569170,EU872795,Pagamea plicata,-59.58,-4.41,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
3057,28504,2305111589,EU872801,Pagamea plicata,-59.56,-4.59,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
3063,28512,2304326180,EU872936,Pagamea plicata,-59.58,-4.41,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
3065,28514,2304274010,EU872935,Pagamea plicata,-59.56,-4.59,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
3120,28578,2310384720,KU160041,Pagamea puberula,-55.4,-3.35,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
3123,28581,2310146153,KU160045,Pagamea puberula,-55.4,-3.35,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
3125,28583,2309929242,KU160043,Pagamea puberula,-55.4,-3.35,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
3126,28584,2309919499,KU159978,Pagamea puberula,-65.23,-9.72,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
3133,28591,2309353502,KU160042,Pagamea puberula,-55.4,-3.35,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
3136,28594,2308936336,KU160044,Pagamea puberula,-55.4,-3.35,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
3137,28595,2308910644,KU159977,Pagamea puberula,-65.23,-9.72,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
3143,28601,2308164461,KU159979,Pagamea puberula,-65.23,-9.72,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
3147,28605,2307370495,KU160040,Pagamea puberula,-55.4,-3.35,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
3152,28610,2306822919,KU159976,Pagamea puberula,-65.23,-9.72,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
3155,28613,2306564114,KU160039,Pagamea puberula,-55.4,-3.35,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
3161,28619,2305436282,KU159975,Pagamea puberula,-65.23,-9.72,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
3165,28623,2305205701,KU159974,Pagamea puberula,-65.23,-9.72,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
3170,28628,2305008460,KU159973,Pagamea puberula,-65.23,-9.72,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
2795,28181,2310286699,KU159937,Pagamea guianensis,-51.35,-0.65,Tropical & Subtropical Moist Broadleaf Forests,Marajó várzea
2804,28195,2309999562,KU159935,Pagamea guianensis,-51.35,-0.65,Tropical & Subtropical Moist Broadleaf Forests,Marajó várzea
2827,28222,2309394565,KU159936,Pagamea guianensis,-51.35,-0.65,Tropical & Subtropical Moist Broadleaf Forests,Marajó várzea
2840,28240,2308909377,KU159938,Pagamea guianensis,-50.92,-1.42,Tropical & Subtropical Moist Broadleaf Forests,Marajó várzea
2862,28265,2308152616,KU159939,Pagamea guianensis,-50.91,-1.43,Tropical & Subtropical Moist Broadleaf Forests,Marajó várzea
560,3100,2311181468,KP967859,Chamaecrista ramosa,-48.4,-9.6,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
561,3105,2311127368,KP967861,Chamaecrista ramosa,-48.4,-9.6,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
562,3148,2310402591,KP967858,Chamaecrista ramosa,-48.4,-9.6,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
563,3153,2310310878,KR134028,Chamaecrista ramosa,-48.4,-9.6,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
564,3160,2310192950,KR134155,Chamaecrista ramosa,-48.4,-9.6,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
565,3185,2309907363,KP967862,Chamaecrista ramosa,-48.4,-9.6,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
566,3215,2309476439,KP967860,Chamaecrista ramosa,-48.4,-9.6,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
567,3217,2309447462,KP967865,Chamaecrista ramosa,-48.4,-9.6,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
568,3251,2308794471,KP967863,Chamaecrista ramosa,-48.4,-9.6,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
569,3294,2308005065,KP999794,Chamaecrista ramosa,-48.4,-9.6,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
570,3307,2307775776,KP967864,Chamaecrista ramosa,-48.4,-9.6,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
571,3385,2306304944,KR133907,Chamaecrista ramosa,-48.4,-9.6,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
572,3455,2304760597,KR133661,Chamaecrista ramosa,-48.4,-9.6,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
573,3471,2304452675,KR133781,Chamaecrista ramosa,-48.4,-9.6,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
1903,6521,2310609873,MF805067,Isoetes serracarajensis,-49.68,-6.46,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
1904,6522,2310537772,MF805517,Isoetes serracarajensis,-49.68,-6.46,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
1930,6548,2309387386,MF805481,Isoetes serracarajensis,-49.89,-6.31,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
1934,6552,2309200781,MF805515,Isoetes serracarajensis,-49.68,-6.46,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
1942,6560,2309074178,MF805069,Isoetes serracarajensis,-49.68,-6.46,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
1950,6568,2308789729,MF805068,Isoetes serracarajensis,-49.68,-6.46,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
1962,6580,2308387172,MF805516,Isoetes serracarajensis,-49.68,-6.46,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
1967,6585,2308255720,MF805070,Isoetes serracarajensis,-49.68,-6.46,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
1971,6589,2308167776,MF805520,Isoetes serracarajensis,-49.68,-6.46,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
1980,6598,2307916896,MF805518,Isoetes serracarajensis,-49.68,-6.46,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
1982,6600,2307889320,MF805073,Isoetes serracarajensis,-49.68,-6.46,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
1986,6604,2307797291,MF805052,Isoetes serracarajensis,-49.89,-6.31,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
1989,6607,2307780091,MF805074,Isoetes serracarajensis,-49.68,-6.46,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
2004,6622,2307348639,MF805519,Isoetes serracarajensis,-49.68,-6.46,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
2013,6631,2307010412,MF804941,Isoetes serracarajensis,-49.89,-6.31,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
2030,6648,2306600987,MF805521,Isoetes serracarajensis,-49.68,-6.46,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
2060,6678,2305800767,MF805071,Isoetes serracarajensis,-49.68,-6.46,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
2068,6686,2305584759,MF805523,Isoetes serracarajensis,-49.68,-6.46,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
2097,6715,2304871313,MF805072,Isoetes serracarajensis,-49.68,-6.46,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
2100,6718,2304804929,MF805522,Isoetes serracarajensis,-49.68,-6.46,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
2108,6726,2304579485,MF805075,Isoetes serracarajensis,-49.68,-6.46,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
2111,6729,2304491550,MF805108,Isoetes serracarajensis,-49.89,-6.31,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
